gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used
400000,66000000000 ,4909878,176375
400000,55000000000 ,1917772,176843
400000,50610000000 ,3810914,177071
400000,69000000000 ,4960093,173362
400000,68000000000 ,7286298,176567
400000,68000000000 ,3312508,176387
400000,66000000000 ,6071531,171909
400000,66000000000 ,6310194,238663
400000,69300000000 ,4231900,173314
400000,72000000000 ,2159298,176327
400000,69000000000 ,12909652,238711
400000,69000000000 ,12670941,176399
400000,61000000000 ,7527286,177179
400000,59000000000 ,6992934,176543
400000,58000000000 ,6484379,176735
400000,60950000000 ,5520912,176795
400000,59800000000 ,6953130,176195
400000,49500001481 ,9685006,171909
400000,65000000000 ,2112945,176867
400000,76000000000 ,9884528,176579
400000,79000000000 ,2859758,176675
400000,73000000000 ,4498912,176411
400000,71000000000 ,13439623,36183
400000,69000000000 ,2779316,176879
400000,68000000000 ,10009038,176531
400000,66000000000 ,5049296,176867
400000,68000000000 ,8986946,176183
400000,75000000000 ,3617063,176543
400000,64000000000 ,13330507,176843
400000,62000000000 ,11546501,176399
400000,62000000000 ,2161922,176879
400000,62000000000 ,3794203,176399
400000,61000000000 ,3383113,171885
400000,64000000000 ,7224975,238723
400000,79000000000 ,13384434,176387
400000,77500000000 ,1619603,176387
400000,85000000000 ,4159635,238675
400000,97000000000 ,2579440,176963
400000,96800000000 ,895530,176399
400000,97000000001 ,2971346,176387
400000,95000000000 ,5963418,176807
400000,106000000000 ,1804781,36123
400000,99125000000 ,12438499,176375
400000,94000000000 ,11946639,176375
400000,93150000000 ,7586233,176567
400000,88000000000 ,3810562,173566
