gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used
500000,66000000000,2280366,36481
500000,66000000000,2243885,36385
500000,50000000000,10813697,176603
500000,53750000000,9049350,176423
500000,67000000000,7973462,238747
500000,67000000000,5962268,175187
500000,69000000000,10195213,176387
500000,59000000000,9854971,176399
500000,58000000000,2200407,176519
500000,59000000000,9490206,176843
500000,75000000000,5408748,171873
500000,76365000001,10747970,36123
500000,74000000000,14272454,35943
500000,74000000000,13036114,176819
500000,70000000000,2678788,176627
500000,68000000000,12125559,176675
500000,66000000000,1990234,175247
500000,66000000000,7814513,176375
500000,69000000000,3467422,177083
500000,69000000000,10654157,176399
500000,61000000000,12396099,44540
500000,63600000000,7843431,176411
500000,60637500000,11700263,36147
500000,58000000000,7996106,176339
500000,61600000000,4507405,235709
500000,58435000000,9643053,176855
500000,57000000000,6888714,176591
500000,58300000000,7748101,176723
500000,75020000056,3391044,36061
500000,77500000000,9922080,237150
500000,96000000000,9436611,238747
500000,94000001459,5845946,36363
500000,92000000000,12739117,36579
500000,92000000000,10103640,35955
500000,92000000000,745477,176435
500000,79600001481,10542034,176759
500000,79200000000,13497559,173494
500000,107500000000,11354519,176655
500000,124000000000,3327646,174855
500000,122000000000,6782662,176571
500000,120000000000,13628222,176415
500000,121000000000,8811920,176547
500000,128000000000,12920266,176643
500000,153600000000,3262784,36327
500000,125000000000,7800819,36351
500000,125000000000,7764468,36591
500000,114400000000,13847250,36507
500000,119000000000,10849652,171877
500000,125000000000,10483542,176367
500000,145000000000,3727754,176559
500000,181000000000,996943,176427
500000,181000000000,9011784,176391
500000,176000000000,4483229,36159
500000,174000000000,13073252,36603
500000,174000000000,13608592,36135
500000,175000000000,13783627,175035
500000,164000000000,3734593,176367
500000,164000000000,9955426,176835
500000,186000000000,1566268,36217
500000,186000000000,532873,36063
500000,183600000000,2008969,36303
500000,176400000000,2089169,36147
500000,127000000000,8354271,238643
500000,125000000000,1786590,36339
500000,120000000000,13823000,36167
500000,120000000000,11431667,35965
500000,125000000000,14035466,176343
500000,120750000000,13859123,36123
500000,117000000000,6582701,173354
500000,117000000000,6340348,36135
500000,112000000000,8368741,176379
500000,98000000000,12677367,176747
500000,96000000000,7169218,35503
500000,96800000000,3667448,176579
500000,88750000000,12645679,36339
500000,88000000000,12609340,36135
500000,80000000000,7042058,176567
500000,79000000000,6784312,36327
500000,78000000000,6747985,36651
500000,96360000000,742185,35577
500000,79000000000,6865491,44552
500000,96360000000,778836,36651
500000,96000000000,706608,36171
500000,79000000000,6820939,36627
500000,76000000000,8845035,175247
500000,70000000000,7850387,175079
500000,72000000000,3157041,175319
500000,70000000000,8402215,44576
500000,69930001619,6230925,35965
500000,68000000000,12829616,176831
500000,68376000000,11156524,238723
500000,69000000000,5634280,176615
500000,69000000000,7318682,177047
500000,68978571429,7875958,176375
500000,68000000000,11840516,171861
500000,66000000001,9831285,176591
500000,62000000000,8785281,35961
500000,58000000000,11404277,175439
500000,53000000000,7479889,176411
500000,55000000000,4606449,176519
500000,51187501915,7992075,174899
500000,50830000000,11898914,176375
500000,50700000000,12757489,176603
500000,47250000000,1891670,176867
500000,49959000000,2598167,176579
500000,46000000000,7485262,173386
500000,45000000000,11215107,176903
500000,45000000000,12787779,36159
500000,50000000000,5971338,176831
500000,45000000000,7889824,176879
500000,47000000000,7998482,176567
500000,48400000000,5896160,36119
500000,45000001561,5498598,176207
500000,49000000000,10038727,176819
500000,44000000000,12209883,176603
500000,41475000000,13552639,36421
500000,40000000000,4351557,238279
500000,39000001459,11462582,177083
500000,40000000000,10829449,176807
500000,40000000000,11733945,173794
500000,35000000000,11875283,176579
500000,44000000000,13863841,176411
500000,45000000000,3872685,176963
500000,46000000000,9497757,175127
500000,47000000000,7205228,176411
500000,47000000000,3410953,176591
500000,45000000000,6916060,173218
500000,44000000000,8693168,176723
500000,44100000000,9681115,176807
500000,44000001459,11066345,175343
500000,42000000000,7602705,176711
500000,38000000000,9135451,170360
500000,39000000000,10541627,176435
500000,42000000000,4758321,176423
500000,45000000000,3402787,175331
500000,47000000000,5518942,176723
500000,47000000000,8213994,176663
500000,46000000000,12284451,35931
500000,44000000000,12849228,173386
500000,46750000000,14328050,176207
500000,55000000000,4785175,175235
500000,55650000000,9337613,176411
500000,55000000000,4668457,176387
500000,57000000000,13842545,176375
500000,60000000000,6689814,176759
500000,71000000000,10102104,176387
500000,71000000000,10138263,36159
500000,71500000000,6840892,36181
500000,85000000000,8304130,176375
500000,86000000000,3935955,176579
500000,82000000000,5440883,36423
500000,80000000000,4787111,173662
500000,80300000000,8614723,176855
500000,78000000000,8051893,36159
500000,70000000000,13019698,176411
500000,68000000000,13806368,238711
500000,68000000000,6291219,174899
500000,71000000000,3034965,176387
500000,84000000000,8858919,175331
500000,83638900000,12563746,176651
500000,83638900000,12387095,176387
500000,83000000000,9714221,176747
500000,81000000000,6061480,175271
500000,93000000000,7929762,176891
500000,88000000000,5953548,177167
500000,99000000000,2881518,176399
500000,84000000000,7191359,176759
500000,95000000000,8924074,176891
500000,95000000000,12378998,36135
500000,99000000000,13957914,176195
500000,104500000000,3393374,176379
500000,110000000000,12484058,177039
500000,109000000000,12307019,176391
500000,107900000000,4230108,36639
500000,102000000000,7933063,176751
500000,102000000000,8119944,173642
500000,100000000000,2524927,176391
500000,99000000000,12659307,175235
500000,87000000000,13400543,176651
500000,95000000000,8471052,176603
